湖南永顺卫生材料有限公司,,,,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
常州三九克莱斯瑞药业有限公司,0519-86663882, ,江苏省常州市天宁区劳动中路33号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
南通百益制药有限公司,,,,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
无锡山禾卫生材料有限公司,,,,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
常州市盛辉药业有限公司,0519-86570531,0519-86570532,常州市武进区礼嘉镇工业集中区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
江西吉安三力制药有限公司,,,,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
天津市博爱制药有限公司,022-23982766, ,天津市西青区南河镇工业区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
杭州仁德医药有限公司,0571-86227157,0571-86227157,浙江省杭州市余杭区临平东湖北路200号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
哈药集团人民同泰制药厂,0451-57673007,0451-57692393,黑龙江省哈尔滨市道外区东化工路7号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
上海医疗器械(集团)有限公司卫生材料厂,021-54421288,021-54421024,上海市闵行区莘庄工业区申旺路588号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
海口奇力制药有限公司,0898-66837800,0898-66837801,海口市南海大道168号海口保税区A11,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湖南康普制药有限公司,0731-84332636   ,0731-84332666   ,长沙市湘春路297号第二工人文化宫综合楼5楼,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
黑龙江天宏药业有限公司,0451-87521809,0451-87520797 87521802,黑龙江省哈尔滨市南岗区一曼街2-30号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
通化东宝药业股份有限公司,0435-5088588,5088595,0435-5088581,吉林省通化市东宝新村大街1号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,
海南亚洲制药有限公司,0898-66775933,,海南省海口市大同路38号国际商业大厦1206号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
西安天一制药有限责任公司,029-88313500 88326646,029-88330569,西安市高新区科技一路20号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
贵州宏宇药业有限公司,0851-6288168,0851-6400544,贵州省贵阳市国家高新技术产业开发区顺兴路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
甘肃新兰药药业集团有限责任公司,0931-8340732,0931-8344587,甘肃省兰州市盐场路小沟坪21号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
华北制药康欣有限公司,0311-86675041,0311-86059754,86059764,河北省石家庄市长安区和平东路217号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,
浙江新华制药有限公司,0576-85588383,0576-85588383,浙江省化学原料药基地临海园区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
赤峰维康生化制药有限公司,0476-8661118,0476-8668582,内蒙古赤峰市红山区东城大街818号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
通化永康药业股份有限公司,0435-3636488,0435-3635898,吉林省通化市滨江东路6号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
哈药集团制药总厂,0451-86665134,,黑龙江省哈尔滨市南岗区学府路109号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
广州市香雪制药股份有限公司,020-22211555,020-22211666  22211999,广东省广州市萝岗区萝朗路33号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
昆山市亚龙贸易有限公司,0512-57555380,0512-57598675,中国江苏昆山前进西路1088号虹桥大厦805-807室,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
福建省永春制药厂,,,,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
连云港市国元进出口有限公司,0518-85805214 85800412 85817108,0518-85817099 85809140,江苏连云港市苍梧路6号龙河大厦B座6楼,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湖北省医药工业研究院有限公司,027-87561251,027-87561252,湖北省武汉市武昌区三道街12号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
江苏新世纪化工实业公司(吴县市天马化工原料有限公司),0512-6262663,6269808,6267606,0512-6261097,苏州吴县木渎镇西跨塘,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,
上海希地医药科技有限公司,021-61203040 61203113,-61203002,上海市江苏北路89号新亚大厦12层1201-1204室,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
成都景田生物药业有限公司,028-85071843,028-85082886,成都市瑞星路39号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
扬州宝盛生物化工有限公司,0514-84022017,0514-84223785,江苏省高邮市北郊天山镇,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
重庆康乐制药有限公司,023-62513799,62512744,023-62506103,重庆南岸弹子石新街59号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,
浙江黄岩精细化学品集团公司,0576-4276563,4285761,4285885,-4277226,4276530,浙江省台州市黄岩城关柔极路5号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,
山东新华制药股份有限公司,0533-2166666,0533-2184991,山东省淄博市张店区东一路14号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
南京法姆化学厂,025-85573482,025-85579530,江苏省南京市新港高新经济技术开发旁,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
北京双鹤药业股份有限公司,(8610)-64742227-653,(8610)-64398086,北京市朝阳区望京利泽东二路1号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
中国药科大学制药有限公司,025-86630542,025-83210474 ,江苏省南京市鼓楼区中央路马家街50号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
山东省泰安制药厂,0538-2184882,0538-2143088,山东省泰安市高新技术开发区东区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
山西康意制药有限公司,0359-8060650,0359-8060618,山西省永济市北郊,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
天津宏仁堂药业有限公司,800-8180381 022-87782616  87782619 ,022-27043952,天津市红桥区涟源西路32号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
兰州佛慈制药股份有限公司,0931-8369620 8362889,（0931）8368945,甘肃省兰州市城关区盐场路502号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
黄石市长征制药有限责任公司,0714-6134175,,湖北省黄石市沿湖路191号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
江苏黄河药业股份有限公司,0515-87265111,0515-7265222,江苏省盐城市阜宁县经济开发区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
福建德胜药业有限公司,0591-43339298,0591-83366146,福州市永泰县城峰镇马洋工业园区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
黄山百灵药业有限公司,0559-3514455 ,0559-3514455 ,黄山市徽州区松奇路1号 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
安徽远景药业有限公司,0556-7020608,0556-7020605,东至县建新乡,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
安庆汇达丰药业有限公司,0556-5028510,0556-5028506,安庆市郊区迎宾路335号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
黄山市天目药业有限公司,0559-2513518,0559-2513518,安徽省黄山市屯溪区黄山中路45号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
亳州白云山制药有限公司,0558-5785087, ,安徽省亳州市谯城区西郊十八里镇杨庙,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
福建省泉州罗裳山制药厂,0595-85684904,0595-85681904,泉州市晋江市青阳镇孙厝头梅山居委会,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
北京利龄恒泰药业有限公司,010-67503413,010-67503414,昌平区阳坊镇振兴路9号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湖北金龙福药业有限公司,027-84662983 ,027-84662982 ,武汉市汉阳区龙阳大道特8号 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
四川华星中医药有限公司,028-85501638,028-85436157,成都市人民南路三段17号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
北京龙泰基药业有限责任公司,010-8895 8380/8381,1088957281,北京市石景山区古城南里,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
河南时珍制药有限公司,0392-5523169　  ,0392-5523169 ,河南省浚县黄河路30号   ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
北京市东升药业有限责任公司,8610-81659988 69974767,010-69962618,北京市平谷县兴谷开发区2号区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
重庆华立武陵山制药有限公司,023-75580288,023-75588025,重庆酉阳土家族苗族自治县酉阳县钟多镇翠屏街108号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
唐山吉祥药业有限责任公司,0315-2320044,,河北省唐山市路南区南新西道,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
西安千禾药业有限责任公司,029-88318129 ,029-88315127 ,中国陕西西安高新开发区高科大厦17层 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
成都森科制药有限公司,028-83094234,028-83085231,四川省成都市新都区新繁镇外东街145号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
昆明源瑞制药有限公司,0871-7974266  7974000 ,,云南省嵩明县杨林工业开发区华狮路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
云南个旧生物药业有限公司,0873-2229016,,云南省红河自治州个旧市建设路1号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
西安康华制药厂,029-82524855 82535219,029-82558456　82524855,西安市万年路68号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
昆明振华制药厂有限公司,0871-4141081 4142301,0871-4160445,云南昆明市五华区气象路五家坝22号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
江西青峰医药投资集团有限公司,0797—7020050、7020093、7061299,0797-7020083,江西省赣州市沙河工业园,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
四川康福来药业集团有限公司,0838-8501173,0838-8503366,四川什邡市,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
云南白药集团丽江药业有限公司,0888-5125660,-5123713,云南省丽江市古城区大研镇民主路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
云南滇中药业有限公司,0877-2076888 2077555,0877-4013744,云南省玉溪市高新技术开发区抚仙路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湘潭飞鸽药业有限公司,00731-58550711 00731-58550716   ,0731-58550716   ,湖南省湘潭市岳塘区双马工业园1号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
山西三裕制药有限公司,0351-7032847,0351-7031194,山西省太原市高新技术开发区科技街8号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
山西津华晖星制药有限公司,0359-6320005 6320015,0359-6320010,山西省河津市龙岗西路282号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
甘肃省天水制药厂,0938-8383384-310,,甘肃天水市秦城区长开路2号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
岳阳中湘康神药业集团有限公司,0730-8320212,0730-8320490,湖南省岳阳市九华山1号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
长春晨光药业有限责任公司,0431-5532942 5532947,0431-5532942,长春市高新区软件一街85号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
山东益康药业股份有限公司,0632-5953868,0632-5953106,山东省滕州市益康大道3288号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
山东中泰药业有限公司,0635-8722222,0635-5085285,聊城市嘉明经济开发区聊临东路3号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
郑州永和制药有限公司,0371-66541888,0371-66541888-816,河南省郑州市高新技术产业开发区银屏路28号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
南阳普康药业有限公司,0377-63137336 62061569,0377-63182236,河南省南阳市卧龙区工业北路143号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
武汉五景药业有限公司,0378-68853666、68853621、68853622,,武汉市东西湖区鑫桥高新技术产业园五景路1号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
吉林省长恒药业有限公司,0431-6181422 13756519082,0431-6181411,吉林省长春市宽城区陕西路中环小区3A栋,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
内蒙古正仁药业有限责任公司,0477-6476958 0477-6476051,0477-6476958,鄂尔多斯市鄂托克旗棋盘井镇第二居委一街坊,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
云南省陇川县章凤制药厂,0692-7171778 ,0692-7171898 ,云南德宏自治县陇川县广山村,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
开开援生制药股份有限公司,0376-4653099 4652523,0397-4652732 4652732,河南省信阳市固始县大别山路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
河北磁州制药厂,0310-2301611 2375683,0310-2301611,河北磁县友谊北路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
通化白山药业股份有限公司,0435-5331501 5331502,,吉林省通化湾湾川开发区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
海南制药厂有限公司,0898-86625111 86623854,0898-86622301,海南省五指山市河北西路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
北京紫竹药业有限公司,010-62256601,010-62245401,北京市朝阳区三间房东路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
上海禾丰制药有限公司,021-50317200　021-50312222-2010,021-50316801 021-50317123,上海市浦东金桥开发区金沪路805号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
西南药业股份有限公司,023-89855188,023-89855126,重庆市沙坪坝区天星桥正街21号 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
阎-麦迪利(中国)制药有限公司,0310-6817666 ,0310-6817111 6817888 ,邯郸市永年县临名关镇西环路 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
东信医药集团,027-82742346,027-82742061,湖北省武汉市江岸区三阳路128-1号三阳广场A座31楼,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
江苏远恒药业有限公司,0516-66668215 13852049826,0516-87733172,徐州市经济开发区杨山路18号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湖北鑫烨医药有限公司,027-59405188 027-59107222 ,,武汉市汉阳区玫瑰街122号 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湖北四环制药有限公司,027-84297678 84297725,027-84297725/84213471,湖北省武汉市汉阳区沌口经济开发区汉强街创业道74号海特科技园,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
安徽天洋药业有限公司,0550-7761866,0550-7761886,安徽省天长市天铜路46号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
长白中加北极药业有限公司,0439-8232578,0439-8232578,白山市长白县长松路19号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
锦州齐发药业有限公司,0416-2345900, ,辽宁省凌海市下朱口村,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
陕西功达制药有限公司,0910-7310002,0910-7310005,咸阳市武功县代家乡,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
吉林敖东集团大连药业股份有限公司,0411-86263928,0411-84507355,辽宁省大连市旅顺口区三涧堡镇土城村,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
浙江迪耳药业有限公司,0579-2273588,0579-2273093,中国浙江省金华市金衢路128号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
黑龙江天龙药业有限公司,0451-86812818,0451-86812808 ,黑龙江省哈尔滨市开发区哈平路集中区威海路10号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
黑龙江成功药业有限公司,0451-55583859,,黑龙江省哈尔滨市利民开发区同盛路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
河北药都制药集团有限责任公司,0312-3558888,3556128,0312-3558888,安国东方药城东南侧,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,
江西海尔思药业有限公司,0795-3241156、3246385　,0795-3241389　,中国.江西宜春市海尔思路9号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
万源(福州)药业有限公司,0591-83613969,0591-83655068,福建省福州市晋安区鼓山镇福州福兴投资区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
东芝堂药业(安徽)有限公司,0554-3315918 3315905 3315903,0554-3315900 3625953,淮南经济技术开发区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
甘肃利威尔皇甫谧制药有限公司,0933-3621258,0917-3520201 ,甘肃省平凉市灵台县工业区15号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
贵州和仁堂药业有限公司,0851-2357808 2357146,0851-6789055,贵州省贵阳市修文县扎佐医药工业园A区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
唐山康琳药业有限公司,0315-2018907,0315-3185593,唐山市路北区长宁道24号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
霸州华泰堂制药有限公司,0316-7225788, ,廊坊市霸州市小何庄,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湖南迪博制药有限公司,0731-83282800-8001   ,0731-83282876   ,湖南省浏阳市生物医药园,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
通化鸿宝药业有限公司,0435-5088398,0435-5088398,通化市通化县马当镇马当,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
榆树市俊学药业有限责任公司,0431-3623102, ,吉林省榆树市工农大街,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
吉林道君药业股份有限公司,0436-5097008,0436-3666399,白城市洮北区富裕140号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
吉林省柳河辉发制药股份有限公司,0448-7321666 ,0448-7322402 ,柳河县柳河镇城站前路666号 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
北京诺华制药有限公司,(010) 65058833,(010) 65057316,北京市建国门外大街1号国贸大厦2座14层 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
浙江花园药业有限公司,0579-86271691,0579-86271658,浙江东阳市花园工业区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
江苏鹏鹞药业有限公司,0510-87072885,,江苏省宜兴环科园茶泉路10号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湖北天圣清大制药有限公司,,,湖北省十堰市白浪开发区东路8号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
广西源安堂药业有限公司,0775-3050679 3050019,0775-3050795,广西桂平市中沙镇,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
甘肃泰康制药有限责任公司,0935-6116106 ,0935-6115977 ,甘肃省武威市凉州区益民路40号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
甘肃佛仁制药科技有限公司,0939-8890137,0939-8890137,武都工业园区1号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
平凉佛明制药有限责任公司,0933-8718523,0933-5987185,崆峒区平凉市公路街18号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
兰州伟慈制药有限责任公司,0943-8301315 , ,甘肃兰州 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
广东益和堂制药有限公司,0760-87793341,0760-87795638 ,广东省中山市沙溪镇宝珠西路34号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
广东一片天制药有限公司,0662-7707368,0662-7706060,广东省阳春市站港路民营工业区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
广东雷霆国药有限公司,0751-8963372,0751-8988988,广东省韶关市浈江区五里亭聆韶路8号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
广西天天乐药业有限公司,0772-7221280 7212780,0772-7221310,广西柳州市柳江县拉堡镇柳西路91号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
广西金健制药厂,0777-6581154 ,0777-6581154 ,灵山县檀圩镇 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
广西金海堂药业有限责任公司,0771-7371370,0771-7371459,广西南宁市六景工业园区金海塘路9号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
广西梧州神农药业有限公司,0774-3848878,0774-3848868,梧州市蝶山区新兴一路225号四楼,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
广西世彪药业有限公司,0777-8211988 8213648,0777-8316427,广西钦州市浦北县南郊工商开发区城南路8号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
贵州盛世龙方制药股份有限公司,,,,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
贵阳金桥制药厂,0851-6768888, ,贵州省贵阳市云岩区市西,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
海南中宝制药股份有限公司,0898-68631979,0898-68635263,海口市秀英区国科园,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
宁夏康亚药业有限公司,0951-5048372 3980869,0951-5048372 ,宁夏银川市高新技术产业开发区6号路,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
昆山双鹤药业有限责任公司,0512-57793302,0512-57794214,昆山市青阳中路5号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
南京长澳制药有限公司,025-57759539,025-57758296,江苏省南京市六合区八百路2号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湖北科益药业股份有限公司,027-87561251,027-87561252,武汉市东湖新技术开发区关东工业园3-3号4楼,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
宁波大红鹰药业股份有限公司,0574-87053822 87053868,0574―56150313,浙江省宁波市江东区科技园区396号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
苏州中化药品工业有限公司,0512-68250075,0512-68251514,江苏省苏州市新区金山路80号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
齐鲁制药有限公司,0531-83126666 83127777 83128888 83129999,0531-83126688,山东省济南市工业北路243号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
浙江仙琚制药股份有限公司,0571-88900980,0086-571-88900182,浙江省仙居县仙药路1号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
江苏飞马药业有限公司,51383599968,51383593908,江苏南通经济技术开发区中天路1号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
先声药业有限公司,025-85566666,025-85471729,南京市玄武大道699－18号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
上海复星朝晖药业有限公司,021-66866686 ,021-56869953,上海市宝山区抚远路2151号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
苏州唐氏药业有限公司,0512-67451085,,江苏省苏州市工业园区通园路群星一路58号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
昆山龙灯瑞迪制药有限公司,0512-57711560,0512-57711634,江苏省昆山市开发区黄浦江中路258号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
宜宾红光制药厂,0831-3300073,0831-3300017,四川省宜宾市南溪县罗龙镇,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
苏州万庆药业有限公司,0512-53413111 53414600,0512-53414900,江苏省太仓市富豪经济开发区,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湖南敬和堂制药有限公司,0746-8688991 ,0746-6371111,湖南省永州市零陵区萍洲大道西一,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
天津达仁堂京万红药业有限公司,,,天津西青区大明道20号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
安徽省宏利丰医药有限公司,0551-5267400,0551-5267391,合肥市望江西路21号合力兴业商办楼B座3楼,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
山东方明药业股份有限公司,0530-7201766,0530-7202529,山东省菏泽市东明县黄河路方明段,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湖北康正药业有限公司,027-83359185,027-83359185,武汉市汉口航空路新世界汇豪邸1-1-1202,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
四川明欣药业有限责任公司,028-82718682,2882725999,四川省成都市温江区柳城凤溪大道598号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
新疆希望制药有限公司,010-68712901 010-68427691 010-86869986,010-68712901,北京市海淀区北洼西里22号中海雅园怡天阁18A,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湖北成田制药有限公司,0728-5343666 5343660,0728-5343662,天门市天岳大道特1号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
北京双吉制药有限公司,010-69804723, ,北京市门头沟区永定镇冯村宝林寺,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
内蒙古佳合药业有限公司,0475-8421751,0475-8423657,内蒙古通辽市新工二路6号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
山东鲁抗辰欣药业有限公司,0537-2985892 2214878,,山东省济宁市环城北路19号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
山东良福制药有限公司,0537-7540656 7530700,0537-7530968 7530700,山东省济宁市梁山县恭名路中段,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
尼克美制药(中山)有限公司,86-760-225 2938,86-760-225 2002 ,中国广东省中山市小榄红山路63号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
四川康特能药业有限公司,028-85918682,028-85918060 ,四川省成都市锦江工业园区东西四路8号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
江苏涟水制药有限公司,0517-82381843,0517-82386777,江苏省涟水县红日西路8号 ,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
广西南宁市桃源兽药厂,0771-6395516,,广西南宁市伊岭工业集中区B-9号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
河南同源制药有限公司,0371-60113576,0371-60113563,河南信阳市工区路254号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湖北兴华制药有限公司,,,湖北省荆州洪湖市茅江大道特壹号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
湖北天圣康迪制药有限公司,,,湖北省十堰市郧县城关东岭街171号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
济南博迈康医药科技,0531-82373666,0531-82373612,济南市华阳路30号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
新乡康达生化制药有限责任公司,0373-6090947,,河南省新乡市辉县市东夏峰村,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
吉林省东丰药业股份有限公司,0437-6232757,0437-6232757,吉林省辽源市东丰县西门外路3号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
陕西省华山制药厂,0913-4914016 4914039,,陕西渭南地区华县高塘街,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
天津市光华制药厂,022-24319921,,天津河东区富民路五号门内,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
华北制药秦皇岛有限公司,0335-5910510 5910528,0335-5910522,河北省秦皇岛市经济技术开发区六盘山路8号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
江西金钥药业有限公司,0798-8336909,,江西省景德镇市昌江区高新开发区古城路19号,供应信息　招商信息　企业产品价格　我要询盘  5000 ,,,,,
